tea1_tea2_0  << 0.00115385, 0.00326923, 0.00403846, 0.00807692, 0.0155769, 0.02, 0.0276923, 0.0384615, 0.0511538, 0.0688462, 0.0898077, 0.114423, 0.132308, 0.133846, 0.130577, 0.0982692, 0.0475, 0.015, 0.222692, 0.215769, 0.190192, 0.147885, 0.0959615, 0.0526923, 0.0315385, 0.0142308, 0.00923077, 0.00519231, 0.00403846, 0.00230769, 0.00134615, 0.00230769, 0.00153846, 0.00173077, 0.000961538, 0.000384615, 1, 0, 0
tea1_tea2_1  << 0.00115385, 0.00269231, 0.00634615, 0.00788462, 0.0130769, 0.0223077, 0.0313462, 0.0340385, 0.0523077, 0.0669231, 0.0917308, 0.114038, 0.144231, 0.157115, 0.130192, 0.08, 0.0363462, 0.00826923, 0.349615, 0.280192, 0.1325, 0.0855769, 0.0632692, 0.0478846, 0.0165385, 0.00942308, 0.00423077, 0.00153846, 0.00115385, 0.00173077, 0.00134615, 0.000576923, 0.00192308, 0.000576923, 0.000961538, 0.000961538, 1, 0, 0
tea1_tea2_2  << 0.00307692, 0.0113462, 0.0246154, 0.0384615, 0.0523077, 0.0640385, 0.0659615, 0.0617308, 0.0684615, 0.0578846, 0.0475, 0.0538462, 0.0576923, 0.0613462, 0.0888462, 0.123077, 0.0898077, 0.03, 0.359038, 0.263462, 0.151346, 0.0884615, 0.0501923, 0.0267308, 0.0192308, 0.01, 0.00596154, 0.00480769, 0.00480769, 0.00346154, 0.00288462, 0.00365385, 0.00153846, 0.00153846, 0.00173077, 0.00115385, 1, 0, 0
tea1_tea2_3  << 0.00307692, 0.0103846, 0.00211538, 0.0151923, 0.0251923, 0.0425, 0.0625, 0.0682692, 0.0742308, 0.0767308, 0.107692, 0.126731, 0.126538, 0.1175, 0.0869231, 0.0413462, 0.00923077, 0.00384615, 0.0132692, 0.0198077, 0.0163462, 0.0198077, 0.0275, 0.0382692, 0.0548077, 0.123462, 0.179231, 0.181731, 0.127692, 0.0640385, 0.0411538, 0.0265385, 0.0192308, 0.0186538, 0.0180769, 0.0103846, 0, 1, 0
tea1_tea2_4  << 0.0025, 0.00442308, 0.00711538, 0.0163462, 0.0215385, 0.0294231, 0.0430769, 0.0551923, 0.0686538, 0.0867308, 0.110192, 0.132885, 0.133269, 0.119038, 0.0894231, 0.0526923, 0.0211538, 0.00634615, 0.0215385, 0.0209615, 0.0290385, 0.0401923, 0.0494231, 0.0634615, 0.0771154, 0.0801923, 0.0796154, 0.0825, 0.0823077, 0.0838462, 0.0701923, 0.0544231, 0.0492308, 0.0419231, 0.0384615, 0.0355769, 0, 1, 0
coffeMensa_tea2_1  << 0.00416667, 0.00972222, 0.0140873, 0.025, 0.0378968, 0.0494048, 0.0527778, 0.0728175, 0.0859127, 0.0924603, 0.104563, 0.11746, 0.11131, 0.093254, 0.0672619, 0.0402778, 0.0156746, 0.00595238, 0.0390873, 0.0390873, 0.0357143, 0.0384921, 0.0436508, 0.0623016, 0.0767857, 0.0968254, 0.0922619, 0.0900794, 0.085119, 0.0625, 0.0464286, 0.0380952, 0.0428571, 0.0452381, 0.0315476, 0.0339286, 0, 1, 0
tea2_coffeMensa_1  << 0.000595238, 0.00257937, 0.0077381, 0.00912698, 0.0125, 0.0222222, 0.0325397, 0.040873, 0.052381, 0.0757937, 0.0821429, 0.0996032, 0.12619, 0.150595, 0.145437, 0.0944444, 0.0376984, 0.00753968, 0.332143, 0.287897, 0.226587, 0.0964286, 0.0305556, 0.0123016, 0.00436508, 0.00376984, 0.00138889, 0.000992064, 0.000793651, 0.00119048, 0.000396825, 0.000198413, 0.000595238, 0.000198413, 0.000198413, 0, 1, 0, 0
tea1_coffeMensa_9383  << 0.000488401, 0.002442, 0.0100122, 0.00854701, 0.0173382, 0.0344322, 0.0373626, 0.0517705, 0.0681319, 0.0656899, 0.112821, 0.109646, 0.118681, 0.11917, 0.105495, 0.0854701, 0.0437118, 0.00879121, 0.246154, 0.21221, 0.200733, 0.131624, 0.0908425, 0.0466422, 0.0273504, 0.0166056, 0.00830281, 0.00805861, 0.0041514, 0.0031746, 0.002442, 0.0017094, 0, 0, 0, 0, 1, 0, 0
tea1_coffeMensa_7609  << 0.0002442, 0.0041514, 0.00683761, 0.0126984, 0.0141636, 0.0288156, 0.0358974, 0.0471306, 0.0573871, 0.0715507, 0.0976801, 0.114042, 0.115995, 0.115263, 0.11746, 0.0981685, 0.0473748, 0.0151404, 0.270574, 0.232967, 0.154823, 0.118926, 0.0822955, 0.0542125, 0.0295482, 0.019536, 0.01221, 0.00634921, 0.00561661, 0.003663, 0.0034188, 0.0019536, 0.0014652, 0.001221, 0.000976801, 0.0002442, 1, 0, 0
tea1_coffeMensa_1029  << 0.0161172, 0.0373626, 0.0454212, 0.043956, 0.0603175, 0.0730159, 0.0786325, 0.0620269, 0.0368742, 0.0688645, 0.042735, 0.0300366, 0.0720391, 0.101343, 0.0791209, 0.0627595, 0.0630037, 0.0263736, 0.0537241, 0.0485958, 0.0444444, 0.0376068, 0.0444444, 0.0661783, 0.0796093, 0.10989, 0.110623, 0.106227, 0.0747253, 0.0561661, 0.0349206, 0.0253968, 0.0297924, 0.0297924, 0.0236874, 0.0241758, 0, 0, 1
